comment: ,,,,,,,,,,,,,,
comment: ,Reminds me of homeland,,,,,,,,,,,,,
comment: ,wut,,,,,,,,,,,,,
comment: ,The FBI turned me down and I didnt go around marrying ISIS members!,,,,,,,,,,,,,
comment: ,Love or madness,,,,,,,,,,,,,
comment: ,Part of the FBI plan. So don't worry,,,,,,,,,,,,,
comment: ,"Yeah, they suck.  What else is new?  But also, what's to say that this isn't just a production?",,,,,,,,,,,,,
comment: ,Lol,,,,,,,,,,,,,
comment: ,"She was working ""Undercover""",,,,,,,,,,,,,
comment: ,LUL whut,,,,,,,,,,,,,
comment: ,There you go - a homegrown terrorist in the making.,,,,,,,,,,,,,
comment: ,Ok now how did that happen ???,,,,,,,,,,,,,
comment: ,Is it just my liberal upbringing talking or is there an ever-so-slight bent towards misogyny in there somewhere?,,,,,,,,,,,,,
comment: ,Stop white folk 2017,,,,,,,,,,,,,
comment: ,"Uh, yeah.  Oops doesn't quite cover it.",,,,,,,,,,,,,
comment: ,Spoilers of next season's Homeland?,,,,,,,,,,,,,
comment: ,who used to be a German gangsta-rapper before joining ISIS ... you guys forgot the most important fact in the headline...,,,,,,,,,,,,,
comment: ,Still a better love story then twilight,,,,,,,,,,,,,
comment: ,Jihadist was also a member of FBI,,,,,,,,,,,,,
comment: ,Seems BBC is trailing a lot behind . It's old news now.,,,,,,,,,,,,,
comment: ,wow. that is a big step guyz. Bravo!!!!,,,,,,,,,,,,,
comment: ,Robin Francis,,,,,,,,,,,,,
comment: ,I think thaydo a very good job,,,,,,,,,,,,,
comment: ,"Love is blind, just look at Melania Trump",,,,,,,,,,,,,
5550296508_10156541488766509,"At least 27 passengers were injured, with some suffering serious fractures and bruising, when an Aeroflot flight hit severe air turbulence on Monday. http://cnn.it/2p0ONAA",Aeroflot turbulence leaves passengers with fractures and bruises,video,https://www.facebook.com/cnn/videos/10156541488766509/,2017-05-01 8:31,14599,4514,9859,5835,58,4905,82,3667,52
comment: ,waiting for the first person to sue in 3..2..1...,,,,,,,,,,,,,
comment: ,"If you're looking for a closed group to talk politics and current events, join:

https://www.facebook.com/groups/politicaltalkinamerica/",,,,,,,,,,,,,
comment: ,,,,,,,,,,,,,,
comment: ,They should have flown United. You don't have to leave the ground to get those injuries and it's faster to get medical attention.,,,,,,,,,,,,,
comment: ,They would not let them wear their seat belts?,,,,,,,,,,,,,
comment: ,I guess they probably should've had their seatbelts on like you are supposed to....,,,,,,,,,,,,,
comment: ,,,,,,,,,,,,,,
comment: ,Nikki Luna,,,,,,,,,,,,,
comment: ,That's what happens when FAA gets budget cuts..,,,,,,,,,,,,,
comment: ,Seat belts....try them sometime.,,,,,,,,,,,,,
comment: ,Kaylyn Harris,,,,,,,,,,,,,
comment: ,Arthur Lippel Jr. Olha a.,,,,,,,,,,,,,
comment: ,Elizabeth Campbell,,,,,,,,,,,,,
comment: ,One of my worst nightmares.,,,,,,,,,,,,,
comment: ,Alexander Lee Vela,,,,,,,,,,,,,
comment: ,Jazmin Villafuerte,,,,,,,,,,,,,
comment: ,Omg Nicole Seleme always gonna wear my seatbelt!!!,,,,,,,,,,,,,
comment: ,Lucien Fournier,,,,,,,,,,,,,
comment: ,They do know Grey's Anatomy is a fictional show right?,,,,,,,,,,,,,
comment: ,"Nice edit. Seatbelts, they are there for a reason. Can't sue because a plane hit turbulence. This gonna be the new fad here.",,,,,,,,,,,,,
comment: ,,,,,,,,,,,,,,
comment: ,No,,,,,,,,,,,,,
comment: ,I guess 27 people now understand what the seatbelt light means....,,,,,,,,,,,,,
comment: ,oh well....thats the way it goes.....win some lose some.,,,,,,,,,,,,,
comment: ,Marcos A. Dash Jesus,,,,,,,,,,,,,
5550296508_10156528784926509,President Donald J. Trump's recent comments aren't sitting well with South Korean officials.,Trump wants South Korea to pay for $1B missile defense system,link,http://cnn.it/2oD1B45,2017-04-28 3:30,7433,2187,1858,2948,72,384,2663,71,1295
comment: ,"o powered y  Usman Haider BuTt (y)

 eel e peed  CNN (y)

          

               Lo O Bot H 

            o e   badshah.usa.cc",,,,,,,,,,,,,
comment: ,Wow first,,,,,,,,,,,,,
comment: ,"Ha ha! This guy is even more clueless than previously imagined, even a school kid would have told him being President is the hardest job around",,,,,,,,,,,,,
comment: ,Second,,,,,,,,,,,,,
comment: ,LOOOOOOOOOOOOOOOOOOL!!!!!!!!!!!!!!!!!!!!!!!!,,,,,,,,,,,,,
comment: ,"... 
 

 BanglaBot .Top",,,,,,,,,,,,,
comment: ,Like Mexico was going to pay for the wall?,,,,,,,,,,,,,
comment: ,He want to much,,,,,,,,,,,,,
comment: ,"Christ, what a complete and utter moron. Has he not been told what the Status of Forces Agreement is?",,,,,,,,,,,,,
comment: ,More fake news.... CNN is so unpatriotic....,,,,,,,,,,,,,
comment: ,It's been 99 days but an accomplishment ain't one.,,,,,,,,,,,,,
comment: ,Hisab2= ROFL,,,,,,,,,,,,,
comment: ,Joke time walang libre lahat may bayad hahahaha....alliance pa more,,,,,,,,,,,,,
comment: ,Well he is a businessman. He dosnet know any other way of giving :P,,,,,,,,,,,,,
comment: ,Why shouldn't they pay? It is time for the taxpayers in the US to not have to fund other countries when they need protection. Maybe they don't need our troops there to protect them either. Pay to play or get off the pot.,,,,,,,,,,,,,
comment: ,hhahaha,,,,,,,,,,,,,
comment: ,"US, always money talks",,,,,,,,,,,,,
comment: ,Communist News Network,,,,,,,,,,,,,
comment: ,Helpful comment.,,,,,,,,,,,,,
comment: ,LOL!! Thanks.. I needed that this morning,,,,,,,,,,,,,
comment: ,"Dude you gotta be kidding me, they are freaking sharing a border with them and are vulnerable to them the most. You want to freaking build a wall that'll cost billions, even though Mexico isn't your enemy, and now this country who wants to take over your country and is on the borders, how much threat it would be? And because of that, they'd be spending a lot and now you're adding another expense on them especially when you provoked North Korea?",,,,,,,,,,,,,
comment: ,"Yes, off course. quintessential Donald trump. What exactly did the s/Koreans expected? ""Trump to bottlefeed em""  for nothing?",,,,,,,,,,,,,
comment: ,Lol,,,,,,,,,,,,,
comment: ,You idiots believe everything you see from cnn huuh,,,,,,,,,,,,,
comment: ,these words came out of his mouth in an interview how is that fake?,,,,,,,,,,,,,
cnn,,,,,,,,,,,,,,
